,condition,comprehension_q,wealthy_family_essential,educated_parents_essential,having_ambition_essential,hard_work_essential,talent_essential,luck_essential,connections_essential,good_education_essential,political_influence_essential,enough_opportunities,more_opportunities_than_parents,hard_work_brings_better_life,people_poor_because_laziness,high_earners_deserve_high,low_earners_deserve_low,ineq_serious_problem,poverty_serious_problem,unequal_hcare_serious_problem,ineq_increasing,govt_regulation_effective,govt_transfers_effective,progressive_taxes_effective,educ_policies_effective,private_charity_effective,govt_should_decrease_ineq,companies_should_decrease_ineq,who_most_responsible,is_resident,state,gender,age,married,has_children,race,religion,education,emp_status,occupation,household_income,subj_relative_income,income_volatile,sol_better_than_past,sol_better_in_future,liberal,political_party,follow_news,has_confidence_in_science,father_occ,mother_occ,father_educ,mother_educ,subj_relative_income_16_yrs,sol_better_than_parents,coronavirus_serious_threat,must_save_economy,satisfied_with_city,satisfied_with_state,satisfied_with_federal_govt,self_became_ill,family_member_became_ill,self_lost_income,family_member_lost_income,self_at_risk,family_member_at_risk,not_affected,affected_in_other_way,how_affected_by_coronavirus_other,days_out_in_past_week,opinion_q_DO,DS_regular_or_reverse,EO_regular_or_reverse,LHW_regular_or_reverse,ED_regular_or_reverse,ISP_regular_or_reverse,GT_regular_or_reverse,GMC_regular_or_reverse,Demog_end_regular_or_reverse,Parents_end_regular_or_reverse,Corona_regular_or_reverse,GMC.3_DO,DQ18_DO
2719,corona_natural_ineq,How covid 19 is affecting people with underlying conditions different,2.0,2.0,5.0,5.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0,5.0,4.0,3.0,1.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,1,Washington,2,39,1,1,1,4,3,6,Homemaker,9.0,3.0,1.0,5.0,5.0,3.0,1.0,1.0,2.0,Power plant,Cafeteria manager,3,3,2.0,5.0,3.0,3.0,5.0,5.0,5.0,0,0,0,0,0,0,1,0,,4.0,"['poverty_serious_problem', 'unequal_hcare_serious_problem', 'ineq_serious_problem', 'ineq_increasing', 'high_earners_deserve_high', 'low_earners_deserve_low', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'more_opportunities_than_parents', 'enough_opportunities', '', 'good_education_essential', 'political_influence_essential', 'connections_essential', 'talent_essential', 'luck_essential', 'wealthy_family_essential', 'hard_work_essential', 'having_ambition_essential', 'educated_parents_essential', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'private_charity_effective', 'progressive_taxes_effective', 'govt_regulation_effective', 'govt_transfers_effective', 'educ_policies_effective']",DS,EO_Reverse,LHW_Reverse,ED_Reverse,ISP_Reverse,GT,GMC_Reverse,Demographics_End,Parents_End_Reverse,Coronavirus,Low income individuals themselves|Major companies|High income individuals themselves|Private charities|Government|Income differences do not need to be reduced,Democrat|Republican|Independent|None
2722,corona_natural_ineq,Basically saying how older people are affected than younger ,3.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,5.0,3.0,1.0,4.0,5.0,4.0,4.0,4.0,7.0,7.0,6.0,1,Illinois,2,22,0,1,2,2,3,6,Babysitting ,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,Yard work,Retail ,4,4,1.0,5.0,5.0,1.0,3.0,3.0,3.0,0,0,0,0,0,1,0,0,,1.0,"['high_earners_deserve_high', 'low_earners_deserve_low', '', 'luck_essential', 'wealthy_family_essential', 'connections_essential', 'good_education_essential', 'educated_parents_essential', 'political_influence_essential', 'having_ambition_essential', 'talent_essential', 'hard_work_essential', 'more_opportunities_than_parents', 'enough_opportunities', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'ineq_serious_problem', 'poverty_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'govt_transfers_effective', 'educ_policies_effective', 'progressive_taxes_effective', 'govt_regulation_effective', 'private_charity_effective']",DS_Reverse,EO_Reverse,LHW_Reverse,ED_Reverse,ISP,GT_Reverse,GMC,Demographics_End_Reverse,Parents_End_Reverse,Coronavirus,Private charities|Low income individuals themselves|High income individuals themselves|Government|Major companies|Income differences do not need to be reduced,Democrat|Republican|Independent|None
2724,corona_class_ineq,Coronavirus,2.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,2.0,4.0,1.0,5.0,1.0,3.0,4.0,5.0,1.0,5.0,1.0,5.0,3.0,1.0,7.0,7.0,6.0,1,Texas,2,32,0,1,2,4,4,3,Independent contractor,1.0,1.0,3.0,5.0,5.0,3.0,2.0,5.0,2.0,Construction,Janitor,3,3,2.0,5.0,5.0,1.0,2.0,1.0,2.0,0,1,1,1,0,1,0,0,,3.0,"['companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'govt_regulation_effective', 'educ_policies_effective', 'private_charity_effective', 'progressive_taxes_effective', 'govt_transfers_effective', 'more_opportunities_than_parents', 'enough_opportunities', 'high_earners_deserve_high', 'low_earners_deserve_low', 'ineq_serious_problem', 'poverty_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', 'hard_work_brings_better_life', 'people_poor_because_laziness', '', 'hard_work_essential', 'educated_parents_essential', 'having_ambition_essential', 'wealthy_family_essential', 'connections_essential', 'luck_essential', 'political_influence_essential', 'talent_essential', 'good_education_essential']",DS,EO,LHW_Reverse,ED,ISP,GT_Reverse,GMC,Demographics_End_Reverse,Parents_End_Reverse,Coronavirus_Reverse,Government|Major companies|Low income individuals themselves|Private charities|High income individuals themselves|Income differences do not need to be reduced,Democrat|Republican|Independent|None
2725,corona_natural_ineq,About COVID-19 and how it affects the elderly and immunodeficiency more readily ,1.0,1.0,4.0,5.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,5.0,5.0,3.0,3.0,1.0,4.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1,Georgia,2,62,0,1,1,1,4,6,,5.0,2.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,Engineer,Bookkeeping ,4,1,2.0,3.0,3.0,4.0,5.0,5.0,5.0,0,0,0,0,0,0,1,0,,7.0,"['companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'govt_transfers_effective', 'govt_regulation_effective', 'progressive_taxes_effective', 'private_charity_effective', 'educ_policies_effective', 'more_opportunities_than_parents', 'enough_opportunities', '', 'hard_work_essential', 'talent_essential', 'having_ambition_essential', 'luck_essential', 'connections_essential', 'educated_parents_essential', 'political_influence_essential', 'wealthy_family_essential', 'good_education_essential', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'low_earners_deserve_low', 'high_earners_deserve_high', 'poverty_serious_problem', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing']",DS,EO_Reverse,LHW,ED_Reverse,ISP_Reverse,GT_Reverse,GMC_Reverse,Demographics_End,Parents_End,Coronavirus,High income individuals themselves|Low income individuals themselves|Private charities|Government|Major companies|Income differences do not need to be reduced,Democrat|Republican|Independent|None
2726,corona_class_ineq,Covid 19 affects people differently ,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,7.0,5.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,4.0,2.0,1,Oklahoma,2,57,1,0,1,1,6,6,retired,8.0,3.0,1.0,3.0,3.0,2.0,1.0,5.0,3.0,air force,house wife,6,3,3.0,3.0,3.0,3.0,5.0,5.0,5.0,0,0,0,1,0,0,0,0,,7.0,"['progressive_taxes_effective', 'educ_policies_effective', 'private_charity_effective', 'govt_transfers_effective', 'govt_regulation_effective', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'high_earners_deserve_high', 'low_earners_deserve_low', 'more_opportunities_than_parents', 'enough_opportunities', 'people_poor_because_laziness', 'hard_work_brings_better_life', '', 'educated_parents_essential', 'good_education_essential', 'hard_work_essential', 'having_ambition_essential', 'wealthy_family_essential', 'luck_essential', 'political_influence_essential', 'connections_essential', 'talent_essential', 'unequal_hcare_serious_problem', 'ineq_serious_problem', 'poverty_serious_problem', 'ineq_increasing']",DS,EO,LHW_Reverse,ED_Reverse,ISP_Reverse,GT,GMC_Reverse,Demographics_End,Parents_End_Reverse,Coronavirus_Reverse,Government|Private charities|Low income individuals themselves|High income individuals themselves|Major companies|Income differences do not need to be reduced,Democrat|Republican|Independent|None
2727,corona_natural_ineq,How Covid 19 affects people with underlying conditions.,3.0,2.0,5.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,5.0,2.0,3.0,2.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,7.0,5.0,5.0,1,Utah,2,32,1,1,1,3,4,2,Library Customer Service,6.0,2.0,1.0,4.0,5.0,4.0,2.0,5.0,3.0,Janitor,Customer Service,4,2,3.0,4.0,5.0,1.0,4.0,4.0,1.0,0,0,0,0,0,0,1,0,,3.0,"['', 'talent_essential', 'luck_essential', 'good_education_essential', 'wealthy_family_essential', 'political_influence_essential', 'educated_parents_essential', 'having_ambition_essential', 'hard_work_essential', 'connections_essential', 'poverty_serious_problem', 'unequal_hcare_serious_problem', 'ineq_serious_problem', 'ineq_increasing', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'more_opportunities_than_parents', 'enough_opportunities', 'low_earners_deserve_low', 'high_earners_deserve_high', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'govt_transfers_effective', 'private_charity_effective', 'educ_policies_effective', 'govt_regulation_effective', 'progressive_taxes_effective']",DS_Reverse,EO,LHW,ED_Reverse,ISP,GT_Reverse,GMC_Reverse,Demographics_End_Reverse,Parents_End,Coronavirus,High income individuals themselves|Major companies|Private charities|Government|Low income individuals themselves|Income differences do not need to be reduced,Republican|Democrat|Independent|None
2729,corona_class_ineq,Voice spoke of how COVID-19 is affecting the poor at a faster rate.,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,1,Michigan,2,35,1,1,4,4,6,2,Editor,7.0,4.0,1.0,5.0,4.0,3.0,3.0,1.0,2.0,Factory Worker,Office,3,6,2.0,5.0,4.0,3.0,2.0,2.0,2.0,0,0,0,0,0,0,1,0,,4.0,"['progressive_taxes_effective', 'educ_policies_effective', 'govt_transfers_effective', 'private_charity_effective', 'govt_regulation_effective', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'enough_opportunities', 'more_opportunities_than_parents', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_increasing', '', 'wealthy_family_essential', 'hard_work_essential', 'luck_essential', 'educated_parents_essential', 'connections_essential', 'talent_essential', 'good_education_essential', 'having_ambition_essential', 'political_influence_essential', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'low_earners_deserve_low', 'high_earners_deserve_high']",DS_Reverse,EO,LHW_Reverse,ED,ISP_Reverse,GT_Reverse,GMC,Demographics_End,Parents_End_Reverse,Coronavirus_Reverse,Low income individuals themselves|Private charities|Major companies|Government|High income individuals themselves|Income differences do not need to be reduced,Republican|Democrat|Independent|None
2731,corona_natural_ineq,Older and people with diseases are disproportionately higher at risk to get the virus,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,5.0,5.0,1,Texas,1,62,0,0,3,1,5,2,Deliveryman ,4.0,2.0,1.0,5.0,3.0,3.0,1.0,5.0,2.0,Many,House wife ,1,1,2.0,3.0,5.0,5.0,4.0,4.0,4.0,0,0,0,0,1,0,0,0,,1.0,"['more_opportunities_than_parents', 'enough_opportunities', 'low_earners_deserve_low', 'high_earners_deserve_high', '', 'political_influence_essential', 'connections_essential', 'talent_essential', 'educated_parents_essential', 'having_ambition_essential', 'wealthy_family_essential', 'luck_essential', 'hard_work_essential', 'good_education_essential', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'poverty_serious_problem', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', 'govt_transfers_effective', 'educ_policies_effective', 'progressive_taxes_effective', 'govt_regulation_effective', 'private_charity_effective', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible']",DS_Reverse,EO,LHW,ED,ISP_Reverse,GT_Reverse,GMC_Reverse,Demographics_End,Parents_End,Coronavirus_Reverse,Private charities|Government|Major companies|Low income individuals themselves|High income individuals themselves|Income differences do not need to be reduced,Republican|Democrat|Independent|None
2732,corona_class_ineq,Minorities are disproportionately affected by cv19,3.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,1.0,7.0,7.0,6.0,1,Maryland,1,61,1,0,1,10,7,1,Systems administrator ,9.0,4.0,1.0,2.0,1.0,4.0,2.0,4.0,3.0,Road sweeper,Cleaner,2,2,2.0,4.0,5.0,1.0,4.0,3.0,1.0,0,0,0,0,0,0,1,0,,2.0,"['govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'private_charity_effective', 'govt_regulation_effective', 'progressive_taxes_effective', 'educ_policies_effective', 'govt_transfers_effective', 'unequal_hcare_serious_problem', 'ineq_serious_problem', 'poverty_serious_problem', 'ineq_increasing', '', 'connections_essential', 'hard_work_essential', 'educated_parents_essential', 'political_influence_essential', 'wealthy_family_essential', 'having_ambition_essential', 'good_education_essential', 'talent_essential', 'luck_essential', 'enough_opportunities', 'more_opportunities_than_parents', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'low_earners_deserve_low', 'high_earners_deserve_high']",DS_Reverse,EO,LHW,ED_Reverse,ISP_Reverse,GT,GMC,Demographics_End_Reverse,Parents_End,Coronavirus_Reverse,Private charities|Major companies|Government|Low income individuals themselves|High income individuals themselves|Income differences do not need to be reduced,Democrat|Republican|Independent|None
2733,corona_natural_ineq,Coronavirus disproportionately affects the elderly population in a bad way,2.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,7.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,1,Georgia,2,59,0,0,1,4,6,1,Pharmacist ,10.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,Medical Doctor ,Registered Nurse,9,8,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0,0,0,0,0,0,1,0,,7.0,"['', 'hard_work_essential', 'political_influence_essential', 'educated_parents_essential', 'luck_essential', 'wealthy_family_essential', 'good_education_essential', 'having_ambition_essential', 'talent_essential', 'connections_essential', 'poverty_serious_problem', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing', 'people_poor_because_laziness', 'hard_work_brings_better_life', 'enough_opportunities', 'more_opportunities_than_parents', 'low_earners_deserve_low', 'high_earners_deserve_high', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'govt_regulation_effective', 'govt_transfers_effective', 'educ_policies_effective', 'private_charity_effective', 'progressive_taxes_effective']",DS_Reverse,EO,LHW,ED_Reverse,ISP,GT_Reverse,GMC_Reverse,Demographics_End_Reverse,Parents_End,Coronavirus,Government|High income individuals themselves|Major companies|Private charities|Low income individuals themselves|Income differences do not need to be reduced,Republican|Democrat|Independent|None
2734,corona_natural_ineq,About how the virus attacks the older people and others with underlining,3.0,2.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,7.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,6.0,5.0,5.0,1,South Carolina,2,69,1,0,1,4,3,6,Letter carrier,7.0,3.0,1.0,3.0,4.0,3.0,3.0,5.0,2.0,Carpet layer,Cashier,1,2,3.0,5.0,3.0,5.0,4.0,4.0,4.0,0,0,0,0,0,0,1,0,,7.0,"['high_earners_deserve_high', 'low_earners_deserve_low', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_increasing', 'enough_opportunities', 'more_opportunities_than_parents', '', 'wealthy_family_essential', 'luck_essential', 'hard_work_essential', 'talent_essential', 'having_ambition_essential', 'political_influence_essential', 'good_education_essential', 'educated_parents_essential', 'connections_essential', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'private_charity_effective', 'govt_transfers_effective', 'progressive_taxes_effective', 'educ_policies_effective', 'govt_regulation_effective']",DS_Reverse,EO,LHW_Reverse,ED_Reverse,ISP,GT_Reverse,GMC_Reverse,Demographics_End,Parents_End,Coronavirus,High income individuals themselves|Major companies|Government|Low income individuals themselves|Private charities|Income differences do not need to be reduced,Republican|Democrat|Independent|None
2735,corona_natural_ineq,The virus is worse for people who are older and have health problems,2.0,2.0,5.0,5.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,7.0,7.0,4.0,4.0,2.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,1.0,1,Kansas,2,29,1,1,1,4,4,6,stay at home parent,7.0,3.0,2.0,5.0,5.0,3.0,3.0,2.0,3.0,disabled,passed away at 36- home health,3,3,1.0,5.0,4.0,2.0,3.0,3.0,3.0,0,0,0,0,0,0,1,0,,7.0,"['people_poor_because_laziness', 'hard_work_brings_better_life', '', 'good_education_essential', 'educated_parents_essential', 'luck_essential', 'connections_essential', 'wealthy_family_essential', 'hard_work_essential', 'political_influence_essential', 'having_ambition_essential', 'talent_essential', 'more_opportunities_than_parents', 'enough_opportunities', 'high_earners_deserve_high', 'low_earners_deserve_low', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_increasing', 'companies_should_decrease_ineq', 'govt_should_decrease_ineq', 'who_most_responsible', 'educ_policies_effective', 'progressive_taxes_effective', 'govt_regulation_effective', 'private_charity_effective', 'govt_transfers_effective']",DS,EO_Reverse,LHW,ED_Reverse,ISP_Reverse,GT,GMC_Reverse,Demographics_End,Parents_End_Reverse,Coronavirus_Reverse,High income individuals themselves|Low income individuals themselves|Government|Major companies|Private charities|Income differences do not need to be reduced,Democrat|Republican|Independent|None
2737,corona_class_ineq,Being sick,3.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,1.0,3.0,2.0,7.0,5.0,1.0,5.0,5.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,1,Kentucky,2,20,0,1,5,9,3,5,None,1.0,1.0,1.0,4.0,3.0,1.0,2.0,5.0,3.0,Farm,Mother,8,10,4.0,5.0,5.0,1.0,2.0,2.0,1.0,1,0,0,0,1,0,1,0,,3.0,"['govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'educ_policies_effective', 'private_charity_effective', 'progressive_taxes_effective', 'govt_regulation_effective', 'govt_transfers_effective', 'low_earners_deserve_low', 'high_earners_deserve_high', '', 'hard_work_essential', 'educated_parents_essential', 'political_influence_essential', 'having_ambition_essential', 'talent_essential', 'luck_essential', 'connections_essential', 'wealthy_family_essential', 'good_education_essential', 'enough_opportunities', 'more_opportunities_than_parents', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'poverty_serious_problem', 'ineq_serious_problem', 'unequal_hcare_serious_problem', 'ineq_increasing']",DS,EO,LHW_Reverse,ED,ISP,GT,GMC,Demographics_End,Parents_End_Reverse,Coronavirus_Reverse,Private charities|High income individuals themselves|Major companies|Low income individuals themselves|Government|Income differences do not need to be reduced,Democrat|Republican|Independent|None
2738,corona_control,The corona virus does not discriminate,1.0,3.0,5.0,5.0,4.0,1.0,4.0,4.0,3.0,2.0,1.0,7.0,5.0,4.0,3.0,3.0,5.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1,California,2,45,1,1,1,4,4,6,stay at home mom,9.0,3.0,1.0,5.0,4.0,3.0,1.0,4.0,2.0,Aerospace engineer,cake decorater,4,3,3.0,4.0,5.0,3.0,2.0,1.0,1.0,0,0,0,1,1,1,0,0,,2.0,"['enough_opportunities', 'more_opportunities_than_parents', '', 'luck_essential', 'educated_parents_essential', 'talent_essential', 'hard_work_essential', 'political_influence_essential', 'connections_essential', 'having_ambition_essential', 'good_education_essential', 'wealthy_family_essential', 'unequal_hcare_serious_problem', 'poverty_serious_problem', 'ineq_serious_problem', 'ineq_increasing', 'hard_work_brings_better_life', 'people_poor_because_laziness', 'high_earners_deserve_high', 'low_earners_deserve_low', 'govt_should_decrease_ineq', 'companies_should_decrease_ineq', 'who_most_responsible', 'progressive_taxes_effective', 'govt_regulation_effective', 'private_charity_effective', 'govt_transfers_effective', 'educ_policies_effective']",DS,EO_Reverse,LHW_Reverse,ED_Reverse,ISP,GT_Reverse,GMC,Demographics_End,Parents_End_Reverse,Coronavirus_Reverse,Private charities|High income individuals themselves|Low income individuals themselves|Major companies|Government|Income differences do not need to be reduced,Democrat|Republican|Independent|None
